"list_hover href","list_hover src","d-flex href","product-list__price","card__text"
"https://jewelbox.co.in/minimal-daily-lovely-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/10/PER0865-frontYG.jpg","https://jewelbox.co.in/minimal-daily-lovely-diamond-studs/","₹93,255","Minimal Daily Lovely Diamond Studs"
"https://jewelbox.co.in/ethnic-festive-splendour-diamond-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/11/PER0877-frontYG-1.jpg","https://jewelbox.co.in/ethnic-festive-splendour-diamond-stud/","₹39,124","Ethnic Festive Splendour Diamond Stud"
"https://jewelbox.co.in/spring-love-danglers-diamond-drop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0205-2.jpg","https://jewelbox.co.in/spring-love-danglers-diamond-drop-earrings/","₹2,37,221","Spring Love Danglers Diamond Drop Earrings"
"https://jewelbox.co.in/classic-mens-round-diamond-single-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2021/10/WER0223-front.jpg","https://jewelbox.co.in/classic-mens-round-diamond-single-stud/","₹71,774","Classic Men's Round Diamond Single Stud"
"https://jewelbox.co.in/classic-hanging-pear-diamond-drop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/12/WER0171-front-1.jpg","https://jewelbox.co.in/classic-hanging-pear-diamond-drop-earrings/","₹81,293","Classic Hanging Pear Diamond Drop Earrings"
"https://jewelbox.co.in/light-all-the-way-diamond-ear-hoops/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0856-front-2.jpg","https://jewelbox.co.in/light-all-the-way-diamond-ear-hoops/","₹1,13,696","Light All The Way Diamond Ear Hoops"
"https://jewelbox.co.in/flame-of-fire-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0862-front-2.jpg","https://jewelbox.co.in/flame-of-fire-diamond-ear-studs/","₹1,36,118","Flame Of Fire Diamond Ear Studs"
"https://jewelbox.co.in/trinity-sparkle-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2016/08/WER0342-front.jpg","https://jewelbox.co.in/trinity-sparkle-diamond-earstuds/","₹76,689","Trinity Sparkle Diamond Earstuds"
"https://jewelbox.co.in/dancing-ballerinas-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0135-2.jpg","https://jewelbox.co.in/dancing-ballerinas-diamond-earstuds/","₹35,856","Dancing Ballerinas Diamond Earstuds"
"https://jewelbox.co.in/alto-brille-portuguese-cut-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1768037797.jpg","https://jewelbox.co.in/alto-brille-portuguese-cut-diamond-ear-studs/","₹2,26,640","Alto Brille Portuguese Cut Diamond Ear Studs"
"https://jewelbox.co.in/navette-nina-stunner-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0861-front-2.jpg","https://jewelbox.co.in/navette-nina-stunner-diamond-ear-studs/","₹69,474","Navette Nina Stunner Diamond Ear Studs"
"https://jewelbox.co.in/magic-square-men-kite-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/09/WER1399-1pic-front-2.jpg","https://jewelbox.co.in/magic-square-men-kite-diamond-studs/","₹40,781","Magic Square Men Kite Diamond Studs"
"https://jewelbox.co.in/solitaires-in-cushion-diamond-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0163-2.jpg","https://jewelbox.co.in/solitaires-in-cushion-diamond-stud-earrings/","₹90,873","Solitaires in Cushion Diamond Stud Earrings"
"https://jewelbox.co.in/artistic-brilliance-of-diamonds-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0942-2-3.jpg","https://jewelbox.co.in/artistic-brilliance-of-diamonds-earrings/","₹44,368","Artistic Brilliance Of Diamonds Earrings"
"https://jewelbox.co.in/shining-flower-vine-diamond-danglers/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0234-2.jpg","https://jewelbox.co.in/shining-flower-vine-diamond-danglers/","₹3,54,823","Shining Flower Vine Diamond Danglers"
"https://jewelbox.co.in/queens-choice-diamond-huggie-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0479-2.jpg","https://jewelbox.co.in/queens-choice-diamond-huggie-earrings/","₹1,08,145","Queen's Choice Diamond Huggie Earrings"
"https://jewelbox.co.in/persian-blue-stone-spark-diamond-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/12/WER0421-top-2.jpg","https://jewelbox.co.in/persian-blue-stone-spark-diamond-stud/","₹1,50,926","Persian Blue Stone Spark Diamond Stud"
"https://jewelbox.co.in/spiraling-glow-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/09/PER0800-frontYG.jpg","https://jewelbox.co.in/spiraling-glow-diamond-ear-studs/","₹1,50,405","Spiraling Glow Diamond Ear Studs"
"https://jewelbox.co.in/autumn-dew-drop-diamond-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753687962.jpg","https://jewelbox.co.in/autumn-dew-drop-diamond-earring/","₹15,900","Autumn Dew Drop Diamond Earring"
"https://jewelbox.co.in/marquise-brilliance-fusion-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0857-front-2.jpg","https://jewelbox.co.in/marquise-brilliance-fusion-diamond-ear-studs/","₹64,705","Marquise Brilliance Fusion Diamond Ear Studs"
"https://jewelbox.co.in/classic-audrey-pear-cut-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1166-1YG-2.jpg","https://jewelbox.co.in/classic-audrey-pear-cut-diamond-studs/","₹3,00,114","Classic Audrey Pear Cut Diamond Studs"
"https://jewelbox.co.in/red-stone-jharokha-diamond-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2016/08/WER0281-front-2.jpg","https://jewelbox.co.in/red-stone-jharokha-diamond-dangler-earrings/","₹1,38,932","Red Stone Jharokha Diamond Dangler Earrings"
"https://jewelbox.co.in/blooming-petals-diamond-clustered-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/02/WER0401-2.jpg","https://jewelbox.co.in/blooming-petals-diamond-clustered-earrings/","₹1,49,083","Blooming Petals Diamond Clustered Earrings"
"https://jewelbox.co.in/classic-maria-benedetti-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2017/10/WER0215-front.jpg","https://jewelbox.co.in/classic-maria-benedetti-diamond-studs/","₹62,873","Classic Maria Benedetti Diamond Studs"
"https://jewelbox.co.in/alluring-orbit-autumn-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2016/08/WER0239-front-2.jpg","https://jewelbox.co.in/alluring-orbit-autumn-diamond-earstuds/","₹49,119","Alluring Orbit Autumn Diamond Earstuds"
"https://jewelbox.co.in/match-court-men-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1762410981.jpg","https://jewelbox.co.in/match-court-men-diamond-ear-studs/","₹18,827","Match Court Men Diamond Ear Studs"
"https://jewelbox.co.in/azura-luna-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0858-front-1.jpg","https://jewelbox.co.in/azura-luna-diamond-ear-studs/","₹1,14,729","Azura Luna Diamond Ear Studs"
"https://jewelbox.co.in/tranquil-seas-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753359607.jpg","https://jewelbox.co.in/tranquil-seas-diamond-earstuds/","₹11,822","Tranquil Seas Diamond Earstuds"
"https://jewelbox.co.in/diamond-clustered-solitaires-in-square-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/03/WER0110-front.jpg","https://jewelbox.co.in/diamond-clustered-solitaires-in-square-studs/","₹72,047","Diamond Clustered Solitaires in Square Studs"
"https://jewelbox.co.in/delicate-daisy-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0192-2.jpg","https://jewelbox.co.in/delicate-daisy-diamond-earstuds/","₹47,995","Delicate Daisy Diamond Earstuds"
"https://jewelbox.co.in/glimmering-royal-diamond-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0296-2-4.jpg","https://jewelbox.co.in/glimmering-royal-diamond-dangler-earrings/","₹3,64,294","Glimmering Royal Diamond Dangler Earrings"
"https://jewelbox.co.in/circle-of-love-diamond-encrusted-hoop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0456-2.jpg","https://jewelbox.co.in/circle-of-love-diamond-encrusted-hoop-earrings/","₹55,557","Circle of Love Diamond Encrusted Hoop Earrings"
"https://jewelbox.co.in/crown-of-diamonds-earstuds-for-kids/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0152-2.jpg","https://jewelbox.co.in/crown-of-diamonds-earstuds-for-kids/","₹42,130","Crown of Diamonds Earstuds for Kids"
"https://jewelbox.co.in/dainty-shimmer-dazzle-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/03/WER0870-front-2.jpg","https://jewelbox.co.in/dainty-shimmer-dazzle-diamond-studs/","₹63,535","Dainty Shimmer Dazzle Diamond Studs"
"https://jewelbox.co.in/queens-marquise-diamond-cluster-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0211-2.jpg","https://jewelbox.co.in/queens-marquise-diamond-cluster-earstuds/","₹81,288","Queen's Marquise Diamond Cluster Earstuds"
"https://jewelbox.co.in/fascinating-flora-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0122-2.jpg","https://jewelbox.co.in/fascinating-flora-diamond-studs/","₹46,855","Fascinating Flora Diamond Studs"
"https://jewelbox.co.in/classic-pear-drop-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2021/08/WER0414-front.jpg","https://jewelbox.co.in/classic-pear-drop-diamond-studs/","₹58,735","Classic Pear Drop Diamond Studs"
"https://jewelbox.co.in/radiant-appeal-fancy-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0887-2-4.jpg","https://jewelbox.co.in/radiant-appeal-fancy-diamond-ear-studs/","₹54,822","Radiant Appeal Fancy Diamond Ear Studs"
"https://jewelbox.co.in/dainty-beauty-diamond-drop-piercing-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0488-2.jpg","https://jewelbox.co.in/dainty-beauty-diamond-drop-piercing-earrings/","₹80,727","Dainty Beauty Diamond Drop Piercing Earrings"
"https://jewelbox.co.in/linear-pellet-diamond-drop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0497-2.jpg","https://jewelbox.co.in/linear-pellet-diamond-drop-earrings/","₹70,047","Linear Pellet Diamond Drop Earrings"
"https://jewelbox.co.in/shining-spade-diamond-stud-earring/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2022/08/WER0187-front.jpg","https://jewelbox.co.in/shining-spade-diamond-stud-earring/","₹49,807","Shining Spade Diamond Stud Earring"
"https://jewelbox.co.in/circle-princess-cut-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/03/WER0874-front-2.jpg","https://jewelbox.co.in/circle-princess-cut-diamond-ear-studs/","₹2,40,803","Circle Princess Cut Diamond Ear Studs"
"https://jewelbox.co.in/classic-heart-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1177-1YG-1.jpg","https://jewelbox.co.in/classic-heart-diamond-ear-studs/","₹1,61,806","Classic Heart Diamond Ear Studs"
"https://jewelbox.co.in/twinkling-star-diamond-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/09/WER1415-frontYG.jpg","https://jewelbox.co.in/twinkling-star-diamond-stud/","₹84,147","Twinkling Star Diamond Stud"
"https://jewelbox.co.in/cozy-curled-up-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0928-2-3.jpg","https://jewelbox.co.in/cozy-curled-up-diamond-earrings/","₹46,255","Cozy Curled Up Diamond Earrings"
"https://jewelbox.co.in/spontaneous-party-pretty-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/10/PER0843-frontYG.jpg","https://jewelbox.co.in/spontaneous-party-pretty-diamond-earrings/","₹84,663","Spontaneous Party Pretty Diamond Earrings"
"https://jewelbox.co.in/crystal-trail-diamond-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0270-2.jpg","https://jewelbox.co.in/crystal-trail-diamond-dangler-earrings/","₹1,99,361","Crystal Trail Diamond Dangler Earrings"
"https://jewelbox.co.in/hearty-delight-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753686007.jpg","https://jewelbox.co.in/hearty-delight-diamond-studs/","₹12,403","Sweetheart Diamond Earstuds"
"https://jewelbox.co.in/hanging-solitaire-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0140-2.jpg","https://jewelbox.co.in/hanging-solitaire-diamond-earrings/","₹68,533","Hanging Solitaire Diamond Earrings"
"https://jewelbox.co.in/classic-oval-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1167-1YG-2.jpg","https://jewelbox.co.in/classic-oval-diamond-ear-studs/","₹1,61,806","Classic Oval Diamond Ear Studs"
"https://jewelbox.co.in/star-of-evermore-classic-round-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1162-1YG-3.jpg","https://jewelbox.co.in/star-of-evermore-classic-round-diamond-studs/","₹3,00,114","Star Of Evermore Classic Round Diamond Studs"
"https://jewelbox.co.in/duo-hearty-affair-diamond-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753683853.jpg","https://jewelbox.co.in/duo-hearty-affair-diamond-earring/","₹19,907","Duo Hearty Affair Diamond Earring"
"https://jewelbox.co.in/regal-feather-cascade-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/09/WER1360-frontYG.jpg","https://jewelbox.co.in/regal-feather-cascade-diamond-studs/","₹3,75,654","Regal Feather Cascade Diamond Studs"
"https://jewelbox.co.in/diamond-encrusted-flower-drop-dangling-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0100-2.jpg","https://jewelbox.co.in/diamond-encrusted-flower-drop-dangling-earrings/","₹68,926","Diamond Encrusted Flower Drop Dangling Earrings"
"https://jewelbox.co.in/cute-treasure-heart-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2016/08/WER0161-front.jpg","https://jewelbox.co.in/cute-treasure-heart-diamond-studs/","₹58,735","Cute Treasure Heart Diamond Studs"
"https://jewelbox.co.in/ocean-drop-classic-pear-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1165-1YG-2.jpg","https://jewelbox.co.in/ocean-drop-classic-pear-diamond-studs/","₹2,52,519","Ocean Drop Classic Pear Diamond Studs"
"https://jewelbox.co.in/traditional-gleam-diamond-ear-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/09/PER0807-frontYG.jpg","https://jewelbox.co.in/traditional-gleam-diamond-ear-stud/","₹59,566","Traditional Gleam Diamond Ear Stud"
"https://jewelbox.co.in/roselight-diamond-encrusted-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/12/PPS113ER-YG-back.jpg","https://jewelbox.co.in/roselight-diamond-encrusted-ear-studs/","₹59,248","Roselight Diamond Encrusted Ear Studs"
"https://jewelbox.co.in/beyond-dewdrop-multi-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/05/WER0641-frontYG.jpg","https://jewelbox.co.in/beyond-dewdrop-multi-diamond-earrings/","₹90,638","Beyond Dewdrop Multi Diamond Earrings"
"https://jewelbox.co.in/glam-flora-diamond-earrings-for-women/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0134-2.jpg","https://jewelbox.co.in/glam-flora-diamond-earrings-for-women/","₹49,615","Glam Flora Diamond Earrings For Women"
"https://jewelbox.co.in/mariposa-social-butterfly-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0496-2.jpg","https://jewelbox.co.in/mariposa-social-butterfly-diamond-earrings/","₹68,247","Mariposa Social Butterfly Diamond Earrings"
"https://jewelbox.co.in/dancing-ear-piercing-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2030/03/WER0284-front.jpg","https://jewelbox.co.in/dancing-ear-piercing-diamond-studs/","₹91,815","Dancing Ear Piercing Diamond Studs"
"https://jewelbox.co.in/classic-halo-radiant-cut-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0251-2.jpg","https://jewelbox.co.in/classic-halo-radiant-cut-earstuds/","₹77,172","Classic Halo Radiant Cut Earstuds"
"https://jewelbox.co.in/shimmering-adeline-heart-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1176-1YG-2.jpg","https://jewelbox.co.in/shimmering-adeline-heart-diamond-studs/","₹3,00,114","Shimmering Adeline Heart Diamond Studs"
"https://jewelbox.co.in/mandala-shimmer-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0352-2.jpg","https://jewelbox.co.in/mandala-shimmer-diamond-earstuds/","₹1,30,372","Mandala Shimmer Diamond Earstuds"
"https://jewelbox.co.in/dazzling-classic-pearlume-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1164-1YG-2.jpg","https://jewelbox.co.in/dazzling-classic-pearlume-diamond-studs/","₹2,04,925","Dazzling Classic Pearlume Diamond Studs"
"https://jewelbox.co.in/wings-of-fire-diamond-encrusted-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0502-2.jpg","https://jewelbox.co.in/wings-of-fire-diamond-encrusted-earrings/","₹59,862","Wings of Fire Diamond Encrusted Earrings"
"https://jewelbox.co.in/geometric-shape-radiance-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2016/01/WER0894-front-1.jpg","https://jewelbox.co.in/geometric-shape-radiance-diamond-earrings/","₹59,454","Geometric Shape Radiance Diamond Earrings"
"https://jewelbox.co.in/surreal-beauty-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0899-2-13.jpg","https://jewelbox.co.in/surreal-beauty-diamond-earrings/","₹79,076","Surreal Beauty Diamond Earrings"
"https://jewelbox.co.in/blue-enamelled-geometric-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0891-2-4.jpg","https://jewelbox.co.in/blue-enamelled-geometric-diamond-earrings/","₹77,349","Blue Enamelled Geometric Diamond Earrings"
"https://jewelbox.co.in/spring-bloom-leaf-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0937-2-3.jpg","https://jewelbox.co.in/spring-bloom-leaf-diamond-earrings/","₹69,036","Spring Bloom Leaf Diamond Earrings"
"https://jewelbox.co.in/dainty-charm-finesse-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753685905.jpg","https://jewelbox.co.in/dainty-charm-finesse-diamond-earrings/","₹25,203","Dainty Charm Finesse Diamond Earrings"
"https://jewelbox.co.in/purple-enamelled-diamond-hoop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753684952.jpg","https://jewelbox.co.in/purple-enamelled-diamond-hoop-earrings/","₹24,338","Purple Enamelled Diamond Hoop Earrings"
"https://jewelbox.co.in/pear-and-moon-hoop-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0280-2.jpg","https://jewelbox.co.in/pear-and-moon-hoop-diamond-earrings/","₹1,10,164","Pear and Moon Hoop Diamond Earrings"
"https://jewelbox.co.in/everyday-round-cut-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1161-1YG-2.jpg","https://jewelbox.co.in/everyday-round-cut-diamond-studs/","₹1,61,806","Everyday Round Cut Diamond Studs"
"https://jewelbox.co.in/guldasta-ear-cuff-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0351-2.jpg","https://jewelbox.co.in/guldasta-ear-cuff-diamond-earrings/","₹1,68,893","Guldasta Ear Cuff Diamond Earrings"
"https://jewelbox.co.in/blooming-flowers-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0441-2.jpg","https://jewelbox.co.in/blooming-flowers-diamond-earstuds/","₹43,288","Blooming Flowers Diamond Earstuds"
"https://jewelbox.co.in/artemisia-wisdom-blue-stone-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2015/01/WER0399-front.jpg","https://jewelbox.co.in/artemisia-wisdom-blue-stone-diamond-earrings/","₹1,91,914","Artemisia Wisdom Blue Stone Diamond Earrings"
"https://jewelbox.co.in/classic-belissima-solitaire-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0229-2.jpg","https://jewelbox.co.in/classic-belissima-solitaire-diamond-studs/","₹1,35,599","Classic Belissima Solitaire Diamond Studs"
"https://jewelbox.co.in/scintillating-circle-diamond-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0238-2.jpg","https://jewelbox.co.in/scintillating-circle-diamond-dangler-earrings/","₹1,59,972","Scintillating Circle Diamond Dangler Earrings"
"https://jewelbox.co.in/my-heart-statement-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1178-frontYG-2.jpg","https://jewelbox.co.in/my-heart-statement-diamond-studs/","₹2,52,519","My Heart Statement Diamond Studs"
"https://jewelbox.co.in/dazzling-quads-clustered-diamond-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0105-2.jpg","https://jewelbox.co.in/dazzling-quads-clustered-diamond-stud-earrings/","₹52,113","Dazzling Quads Clustered Diamond Stud Earrings"
"https://jewelbox.co.in/dutch-princess-glimmer-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0844-2-4.jpg","https://jewelbox.co.in/dutch-princess-glimmer-diamond-studs/","₹2,06,043","Dutch Princess Glimmer Diamond Studs"
"https://jewelbox.co.in/pear-and-shine-diamond-cluster-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0175-2.jpg","https://jewelbox.co.in/pear-and-shine-diamond-cluster-stud-earrings/","₹1,02,608","Pear and Shine Diamond Cluster Stud Earrings"
"https://jewelbox.co.in/signature-bold-solitaire-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0119-2.jpg","https://jewelbox.co.in/signature-bold-solitaire-diamond-studs/","₹66,203","Signature Bold Solitaire Diamond Studs"
"https://jewelbox.co.in/minimal-chimera-light-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0176-2.jpg","https://jewelbox.co.in/minimal-chimera-light-diamond-studs/","₹72,161","Minimal Chimera Light Diamond Studs"
"https://jewelbox.co.in/multishape-artsy-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0282-2.jpg","https://jewelbox.co.in/multishape-artsy-diamond-earstuds/","₹89,668","Multishape Artsy Diamond Earstuds"
"https://jewelbox.co.in/all-time-classic-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2018/01/WER0925-front-2.jpg","https://jewelbox.co.in/all-time-classic-diamond-earrings/","₹1,41,799","All Time Classic Diamond Earrings"
"https://jewelbox.co.in/floral-love-drop-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753684176.jpg","https://jewelbox.co.in/floral-love-drop-diamond-earrings/","₹26,548","Floral Love Drop Diamond Earrings"
"https://jewelbox.co.in/luminous-box-channel-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1770283401.jpg","https://jewelbox.co.in/luminous-box-channel-diamond-earrings/","₹1,09,399","Luminous Box Channel Diamond Earrings"
"https://jewelbox.co.in/aurora-shine-diamond-solitaire-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753872463.jpg","https://jewelbox.co.in/aurora-shine-diamond-solitaire-earstuds/","₹43,735","Aurora Shine Diamond Solitaire Earstuds"
"https://jewelbox.co.in/nova-ray-pear-cut-diamond-solitaire-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2029/03/WER0277-front.jpg","https://jewelbox.co.in/nova-ray-pear-cut-diamond-solitaire-studs/","₹1,18,687","Nova Ray Pear Cut Diamond Solitaire Studs"
"https://jewelbox.co.in/enchanting-outline-diamond-ear-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/11/WER1011-frontYG.jpg","https://jewelbox.co.in/enchanting-outline-diamond-ear-stud/","₹51,826","Enchanting Outline Diamond Ear Stud"
"https://jewelbox.co.in/locked-in-jar-heart-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0889-2-4.jpg","https://jewelbox.co.in/locked-in-jar-heart-diamond-earrings/","₹1,04,427","Locked In Jar Heart Diamond Earrings"
"https://jewelbox.co.in/luminous-knots-graceful-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753858334.jpg","https://jewelbox.co.in/luminous-knots-graceful-diamond-earrings/","₹27,115","Luminous Knots Graceful Diamond Earrings"
"https://jewelbox.co.in/glamour-glide-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753688529.jpg","https://jewelbox.co.in/glamour-glide-diamond-earrings/","₹26,010","Glamour Glide Diamond Earrings"
"https://jewelbox.co.in/charming-flower-diamond-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0103-2.jpg","https://jewelbox.co.in/charming-flower-diamond-stud-earrings/","₹45,236","Charming Flower Diamond Stud Earrings"
"https://jewelbox.co.in/classic-oval-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/04/WER1169-1YG-2.jpg","https://jewelbox.co.in/classic-oval-diamond-studs/","₹2,52,519","Classic Oval Diamond Studs"
